brand,text
Mimosa,It has cute clothes but some clothes are not perfectly fit as other clothes in same size
Mimosa,They have good clothes but have very poor customer service. The behavior of the sales ladies was unpleasant once it is their closing time. 3 Vinuri de
Mimosa,Mimosa has completely won me over! The clothes are not only stylish but also of excellent quality. The staff goes above and beyond with their customer service and always have the best styling advice. Mimosa is my forever favorite!
Mimosa,Very good store for girls clothes. Chic. The place has a great vibe too.
Mimosa,"I had a wonderful experience with Mimosa Clothing! The customer service, led by Randunu Bandara, was excellent—very professional and attentive. He was very helpful with my online orders. Keep up the great work!"
Mimosa,"Amazing clothes! Best for teens and thin ladies. The men's section is omgggggg!!!! So classy!!!!! If you depend on mimosa all your life, trust me on this.. you can never ever go wrong!!! A.D."
Mimosa,"I’m a regular customer of Mimosa Clothing and absolutely love their clothes. I remember once having an issue with my order where the bikini had a stitching defect. When I visited the Mimosa store in Bagatale, the supervisor rejected my request for an exchange, even though I hadn’t worn it. However, when I contacted Mimosa online, a really kind staff member named Shohan helped me out. Thanks to his assistance, I was able to get my exchange within a day. I truly appreciate Shohan Sebastian’s exceptional service! Prathi Sundararaj 1 review"
Mimosa,Awesome place. Great quality attire. Always my favourite. Appreciate more if you could give your office collections and body suits. SUGANTHINI THIRUNANTHI
Mimosa,Good collection thavaratnam jeevagarunyan
Mimosa,The interior is so good and I love the vibe plus they do have good collection ❤️
Mimosa,Superb & iconic collection 👍 Madushan Silva Madushan Silva Madushan Silva kasun chamara nadee salwathura
Mimosa,New Good place for fashionable clothing! Keshala Dias thavee fernando 1 review
Mimosa,Great collection of dresses to buy.... Worth the money and Good quality... Nandun Kahandawa Nandun Kahandawa Nandun Kahandawa 1 Qadeera 1 review
Mimosa,"I visited the Mimosa store at Bagatelle Road today and found a beautiful white dress that I wanted to try. However, the available size was not a good fit, I was worried about the fit, so I asked the salesperson, Vihanga, if they had my size. Vihanga went above and beyond by checking the stock and arranging for the dress to be shipped from the Maharagama warehouse to the Bagatelle store within an hour—just for me! I was truly impressed by his dedication and outstanding customer service. Mimosa is lucky to have such an amazing staff member. Highly recommend both the store and Vihanga for an excellent shopping experience!"
Mimosa,"New Love the clothes from Mimosa, lovely staff and cozy boutique."
Mimosa,"I’ve shopped here many times and have never been disappointed. Highly recommend this shop to anyone looking for nice, trendy and high quality outfits!"
Mimosa,"Elegant architecture, very calm and beautiful place where you can roam free for what you are looking for. I really loved the environment inside. Two stories are filled with good collection of dresses, they got around 10 fit on rooms which are large. Staff is very friendly and efficient helpful service. Seems the quality is good, got to know they started recently, seems like collections are getting improving now. Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura"
Mimosa,The shirt's artful stitching along the seams adds a subtle touch of luxury without overwhelming the design.
Mimosa,Wide variety of dresses for every size. Found smaller sizes that fit me that aren't usually in stores.
Mimosa,"The frock seems slightly loose around the midsection, lacking a more defined shape."
Mimosa,Nice collection ! friendly and very responsive via social network platforms.
Mimosa,"I visited Mimosa with my wife, and we were both extremely disappointed by the experience. The shop had the AC turned off, making it unbearably hot and uncomfortable. It’s nearly impossible to enjoy shopping when you're sweating and struggling to breathe. I don’t understand why they would make the decision to turn the AC off, especially when it's so warm outside. We won’t be coming back unless this issue is addressed. Very dissatisfied!"
Mimosa,The jumpsuit are tailored structure for the body while remaining surprisingly comfortable.
Mimosa,"Mimosa Clothing Shop in Sri Lanka has earned a reputation for its dreadful customer service. Their refusal to exchange items, even with tags attached, is unacceptable. Shoppers beware: prioritize your time and money elsewhere."
Mimosa,"Nice shop in kurumba bay, excellent customer service, beautiful dresses"
Mimosa,Amazing place to take a party frocks. 😍😍. Their customer service is better.. I love mimosa. I'll come again ASAP. 2
Mimosa,A super aesthetic place to get your shopping done at. They offer a broad selection of daily wear and party wear with visually pleasing colours and combinations. The setting is modest and neat with pleasant staff members to assist you when needed. Neth
Mimosa,Love all the prints and designs! My wardrobe is full of mimosa! ✨ Udara
Mimosa,If I could give minus starts I really would rate this shop and the quality of their workmanship the worst. Extremely disappointed in the quality of clothing and their service. Wouldn’t recommend the shop to anyone. Customer service is pathetic and they keep pushing your product patience. 5 Dinuvi Fernando 1 review
Mimosa,Has lovely very unique ideas of clothes....very worthy for the amount you pay
Mimosa,Wooow wonderful unic dresses i ever had Thisandi Hansana 1 review
Mimosa,"The staff really need to pay more attention to how they behave during work hours. We see you and it's not very professional. No care in the world, no smile, no interest in helping customers, nothing like that. I took a dress to fit on only to see it was damaged. Handed it over to the girl that just took it to her hand and said nothing. The staff really need to improve on professionalism during work. The clothes are as always pretty! Shey A"
Mimosa,Great place to buy a couple of clothes to your missus. Enon
Mimosa,"I recently bought from mimosa and was really impressed! The website is easy to navigate, and the clothing quality is fantastic – soft, durable, and well-made. They offer a great variety of styles and sizes, so there's something for everyone. Shipping was quick, and customer service was super helpful. Overall, I highly recommend them for stylish, high-quality clothes and excellent service!"
Mimosa,"This jumpsuit is a chic one-piece wonder that offers a bold, fashion-forward look."
Mimosa,Love the place. So many options for to try. Quality of the clothes are really good too.
Mimosa,"New We v always huge fans of mimosa collections and specifically I have to mention. Mr.Chamara from Bagatale branch is best kind of salesman i v met so far who has been giving us the best customer service I ever encountered. The big smile he holds in each room whenever he sees the clients attending to all of them without any frustrations he is even aware about the tastes and designs of customers individually, helping us to choose and recommending us the latest collections to our styles. So do not miss to visit Bagatale and meet this MAN Hashari Fernando 1 review"
Mimosa,Customer service is better. And the collection of mimosa clothing is at a very good standard .. 👍👍
Mimosa,Good place ❤ but parking space little bit more. Good clothes made in sri lanka.🇱🇰 Dilan Perera Dilan Perera Dilan Perera Dilan Perera Dilan
Mimosa,Great place for woman's clothing. NIDIL JAYAWEERA
Mimosa,"I have been a loyal customer of Mimosa for many years, consistently shopping at the Bagathale store. However, during my recent visit, I encountered a new store manager whose with big attitude and behavior were extremely disappointing. Unfortunately, I cannot recall his name, but his lack of customer service skills was evident. He behaved as if he owned Mimosa and acted like we were getting the clothes for free. His dismissive attitude and unwillingness to assist customers were unacceptable. When I asked for assistance, he did not respond properly and was very unhelpful. I urge the board of directors to look into this matter seriously. Customer service is crucial, and this manager's behavior does not reflect the values and standards that Mimosa is known for. He needs to treat customers with respect and without any attitude."
Mimosa,I had a great experience at Mimosa. Specially Shohan was very helpful and friendly. He helped me to select and supported with various clothes related questions. Great customer service !
Mimosa,"Up to date clothing, with good variety of sizes and colours. Amazing dresses and jumpsuits"
Mimosa,"Clothing items are lovely but it's not for everyone. Pricing is a bit higher than average. Shop is well maintained and clean. Cashier person (tall black guy) treats people according to what and how they're dressed. Don't expect to be welcomed with a warm hello or anything if you're ""under-dressed"". Please learn to treat customers regardless of how and what they wear cuz at the end of the day, people won't be purchasing things if they're treated like trash. Will not visit this place again."
Mimosa,Small collection of clothes but very unique designs. The interior of the showroom is also unique. Chaya
Mimosa,"New Love the store and their collection, Mimosa is my go to place ♥️"
Mimosa,Ladies… looking for a lavishing place to shop… note it down… Mimosa is one of my go to my place. It’s in Colombo bagatale road. It’s there new store. It’s more spacious and the atmosphere around is really nice. It’s like when In Greece type of look. And there are so many cool and nice pieces in every sizes... Also most importantly what I love about is they got some very unique colour palette. Amazing collection of pieces. But the only thing is they drop their collection online after all pieces are sold out. It’s not much upto date. So they really wanna do in-store and online purchase separately. Highly recommend this store. Gotta check it out. Can check their FB/insta pages. There’s parking space too…. Andrea shanon Andrea shanon Andrea shanon Andrea shanon Andrea shanon Andrea shanon Andrea shanon
Mimosa,Good collection of clothes with a reasonable price tag
Mimosa,"They've got a great selection of casual clothes, excellent quality, reasonable prices, and even discounts. Pramuk, the manager, was super helpful great service. The whole staff is awesome. Highly recommend!"
Mimosa,"Had a bad experience with exchanging a blouse in Havelock mall. The blouse was in original condition. I bought it as a birthday for mother who is in Kandy. So it has been like two weeks as I went to Kandy to gift it to her and then realised it's larger. So needed just a size exchange to a smaller one. The guys at the cashier refused. I didn't have the bill as it was bought as a gift., but had the credit card payment receipt with me with the details. The price tag was attached.If it was from any other place I could have get it exchanged without any issue. Also if they have such strict exchange policy they should display it in the shop as other similar stores have.Never gonna buy something from them again. Bad customer service. 3"
Mimosa,If you want to grab a pretty dress which makes you happy then visit Mimosa. They never fail to make you satisfied!
Mimosa,Fashion shop with modern and contemporary interiors in downtown colombo with nice fashion clothing. Rahul Jain Rahul Jain Rahul Jain Rahul Jain Jinuki Perera 1 review
Mimosa,Fast and Excellent service Super Quality clothing. Recommend 100% Gihantha Kavishka 1 review
Mimosa,"Amazing services and excellent prices!Love MIMOSA. Good quality clothing, size fits well too😃 MIMOSA is a great shop where you can always find something trendy and original. High quality things!🥳 They have excellent selection in clothes, with accommodating and helpful staff who give good input and aren't afraid to state their opinion on whether something looks good or not. Recommend to all my friends! nirmal weerasinghe"
Mimosa,"New I wanted to share a positive experience I had at Mimosa recently The salesman who assisted me Chamar, was exceptional. He was very friendly and approachable, making me feel comfortable right away. He took the time to understand my style preferences and offered personalized recommendations that were spot on. 1 never felt pressured to buy anything and Chamar was patient and helpful throughout the entire process of choosing the dresss.Thanks to Chamar, I found exactly what 1 needed at Mimosa and had a pleasant shopping experience. Thank you chamara one's again 🥰🥰🥰 Giyanthi Nadhya 1 review"
Mimosa,BEST PLACE FOR GIRLIES TO SHOP.. MY GO TO OFFICE WEAR PURCHASING FASHION STORE
Mimosa,Store is ideally situated and suits for smartly dressed people for a reasonable price
Mimosa,"Worst online shopping experience ever! Their Collection is good, especially I love their pant collection but their online delivery service is at the worst level. I have ordered online from them a couple of times but it always took a long time for delivery. Even small businesses are running their online business better than them. Disappointed!!! 1"
Mimosa,"Mimosa has always had the contemporary fashion trends.They offer the best customer service and offer the ability to pay in installments, which is cool. I enjoy purchasing at MIMOSA. 1 devindi maneesha"
Mimosa,Great selection of stylish and affordable clothing. Highly recommended. dulani nadeesha
Mimosa,"I’m a regular client for one & half years . Usually I buy my costumes & all denims from Mimosa , I received an Invitation fro One Galle Face Branch Opening, But when I went today to exchange my items there was a new girl @the reception, she was really rude to me , she didn’t respect me & even I went with one of my friend , she was completely disappointed of this situation. She didn’t even call me Miss ,, she was showing he big face to us, When I ask her to give me a credit note on my bill she rejected & asked me to bring my items again when I come to purchase next time & I had to request her couple of times to give me a credit note on it . She made couple of calls to a manager or someone then agreed to give me a credit note. She was really really rude & I was totally despondent. When I leave the place & until I leave the place from cab , she came out side with other 2 girls who were working there , & they were looking at us & they were talking something, I felt that they were scolding us because they were looking at my cab directly. Usually I contact with Dilshan & Avishka at the store, Unfortunately they were not there today . They have good manners & they do good customer care service& very supportive , you better not keep people who don’t know how to respect to their client 10"
Mimosa,"We're really sorry that you had this negative experience at the store. We are currently undergoing some maintanence issue at the Flagship Bagatale Store, due to the A/C malfunctioning. This issue will be resolved within this week and we do hope that you will visit us again! We promise to have an frosty interior for your shopping pleasure! :)"
Mimosa,"The dresses are amazing and comfortable to wear. Most importantly the customer service is incredible, Niyumi from the mimosa team guided me through the size charts and was attentive to my needs so thank you 💞"
Mimosa,I’m impressed by how these denims accentuate curves while remaining comfortable and true to size.
Mimosa,Good collection for office lady Zoey LXJ Zoey LXJ Zoey LXJ
Mimosa,The new timeless collection has beautiful dresses which are totally worth the price and also the basics collection has been expanded to include different materials and colors which is great. RUWINI HEWAVITHARANA
Mimosa,Nice collection and easy to shop atmosphere
Mimosa,The best place to upgrade your wardrobe😍😍
Mimosa,Eventhough I haven't been been to the physical store I've shopped online from mimosa several times and their clothes are always unique and good in quality and mimosa never fails to amaze me . Saddest thing is to see some products being sold out 🥲 overall 8/10 for Mimosa. And I would definitely encourage shopping from Sri lankan brands during this tough time the country's going through. 2
Mimosa,Very helpful staff and nice selection of clothes
Mimosa,Cosy ladies ware. For all age groups and style. Shavindra Fernando Shavindra
Mimosa,"Good selection of clothes, conveniently located and reasonably priced 1 A"
Mimosa,Mimosa has always been consistent with their fashion and quality. And their products are so durable. Minindu Lochana 1 review
Mimosa,Good collection but a bit overpriced we will not be able to cover their kolupity showroom rent with the overpriced clothes
Mimosa,"They have nice designs. However, the quality of the fabrics they use for their designs are really poor. I used to love to shop here, but not anymore. After one or two washes the materials are stretched, specially the dresses. 2"
Mimosa,"“I had an amazing experience with the customer care team at Mimosa clothing especially with Mr.Shohan Their professionalism, friendliness, and genuine willingness to help were truly impressive. They went the extra mile to address my concerns and ensure I had a smooth experience, whether it was finding the right product, clarifying details, or resolving my issue promptly. Such exceptional service makes me trust and value the brand even more. Thank you for having such a dedicated and customer-focused team member!”"
Mimosa,"Mimosa is really good! The service is great, and they have a nice selection of styles. I also like their online service. Highly recommend! crystal davies"
Mimosa,Has a nice collection. It was quite busy probably because we visited te on a Sunday.
Mimosa,"Hellow I'm a beloved customer of mimosa for decades . I love every collection , meterial quality is the best. But we undergo several problems when it comes tp delivery issues and items being soldout easily. There is a guy called shohan who helps us a lot . He is such a great assest to mimosa . He has great skills when it comes to customer care . thankyou for all the support"
Mimosa,They have a decent collection of men's shirts. But sizing is not unified across all shirts. Make sure to try them on or measure it before buying. Staff is friendly.
Mimosa,Fashionable clothing and a good ambiance under one roof.
Mimosa,"This clothing store is an absolute gem! The customer service is exceptional, and the clothes and colours are simply amazing. From the moment I stepped in, the warm greetings and attentive assistance made me feel valued. The variety of styles offered caters to everyone, and the quality of their clothing is outstanding. The store's ambiance is inviting and stress-free, creating a delightful shopping experience. The staff's knowledge and styling tips were impressive, ensuring I left with confidence in my purchases. Without a doubt, this store is now my go-to place for fabulous shopping. Highly recommended! Madavi Gunaratne wishanka janith 1 review"
Mimosa,One of the best places to buy most elegant dresses in SL ✨I’ve been a customer since 2018 Love the products and service too 💫
Mimosa,I ordered a dress through online on 18th of May and got a confirmation from them as well . The dress was available last few days. But today they called me and asked to cancel the order saying that the dress is not available atm. I was so disappointed. Because I thought it was on the way and I needed the dress. Please don’t purchase anything from their online store. It’s such a mess and not trustworthy. 6
Mimosa,Absolutely love their clothing collections Lakvindu Wijayawardena 1 review
Mimosa,I have been purchasing cloths from Mimosa for the past 5 years.I love thier unique styles and cute dresses.Also their customer service is very good. Very efficient. Specially Mr.Shohan helped me with my online purchasing and guided me well. Well done
Mimosa,"The deim doesn’t offer enough stretch, limiting comfort for active days."
Mimosa,The frock's fabric texture feels luxurious without being overly heavy.
Mimosa,Great designerwear .. however store feels like little bit cluttered. Good customer service and price point also good
Mimosa,"The design in the shirt feels somewhat traditional, lacking a modern twist."
Mimosa,"This frock showcases an elegant, flowing design that accentuates your natural curves beautifully."
Mimosa,Good collection of clothing. Can find out the collection and price from Facebook page. ranthini bamunusinghe
Mimosa,New Great place with amazing designer wear. Sizes suit u like it’s made for you vikasitha ratnayake
Mimosa,"They have really good basics, and love the overall ambience of the store. Recently enjoyed the sale in havelock. Recommend for cute dresses!!"
Mimosa,Loved it. Price is nice and dresses i got was adorable
Mimosa,One of the exceptional clothing store in town with a good customer service.
Mimosa,"I received my clothes and they both are absolutely gorgeous. The fit is perfect and the material is high quality. When I was choosing clothes, the online customer service was very helpful, especially Shohan. Once again, thank you and keep up the good work. 👍"
Mimosa,Friendly and helpful staff. Quality clothing materials with new designs. 1
Mimosa,"Nice service. Recommended. Branch : Bagattale Road, Colombo -"
Mimosa,New I’ve been shopping from mimosa for long time now Never gets disappointed always the best in quality and style nilakshi
Mimosa,New Amazing such super hot outfits . Both me and my daughter got lovely outfits ! kadeena thilawela 1 review
Mimosa,Wonderful designs with a perfect fit. Clothes are in good quality and worth the everything penny spent. Good customer service as well.
Mimosa,New Favorite and one of the best places to buy good quality clothing in Sri Lanka.
Mimosa,"I loveeee shopping at Mimosa! The place has a gorgeous selection of aesthetic and high-quality clothing. Every piece is unique, yet still versatile. Highly recommend it!"
Mimosa,"New Beautiful atmosphere, friendly staff, and great collection vikasitha ratnayake"
Mimosa,Mimosa is my favourite clothing brand in SL and I was purchasing from them from the very beginning of their brand started and only place in SL to get unique and modern fashion clothes for affordable price. They’re flagship store is one in the level LOVE it!! Waiting to do more shopping with you ❤️ aspiringbeamoflight
Mimosa,"Located in a convenient place but if you missed the place, you need to drive here and there, as there are one ways around the shop. There is a good collection for ladies but a little for gentlemen. The interior design is really good, they placed very nice trees/plants in different locations to make the customer feel comfortable. Sameera Samarasekara Sameera"
Mimosa,Beautiful space and lovely outfits. Inosha Emerson Inosha Emerson Inosha Emerson Inosha Emerson Inosha Emerson Inosha
Mimosa,I completely love this store. Mimosa is the best clothing store ever and they always send us high quality clothes. Their custormer communication is super. I'm always buy from their collection. 💓
Mimosa,Good place to buy ladies clothing arshad zaid
Mimosa,"The denim looks rich, deep hue stays vibrant over time, maintaining a premium, polished look."
Mimosa,"I recently visited Mimosa to purchase some gift vouchers for a birthday. I didn't do any in-store shopping, but I was still able to get everything I needed in a very short amount of time. The staff were friendly and helpful, and they were able to answer all of my questions. I was in and out in about 5 minutes, and I was happy with my experience. 1 V."
Mimosa,New Lovely selection of dresses thea meesenburg
Mimosa,"Good, peaceful ambience. Helpful staff and even better clothes! 10/10 recommended!! ❤️ 1"
Mimosa,"Mimosa is definitely the go to store for most of my wardrobe essentials! Love the color palette, the fabrics and their unique style!"
Mimosa,"They do have a good collection of clothing, but sizes are not in standard sizes. Same size dresses fits differently. Extremely difficult to get through to the customer service. No response to calls, emails, WhatsApp or Instagram. I have 3 dresses I ordered online for size 14 and I can't wear both! Those dresses are not made for standard UK size fittings. Ordered 2 dresses in the same same pattern, one is very small!! Ridiculous! And they promise that the delivery will be sent on a certain day just to get me ordered and then not responding. They send on their own time. Do yourself a favour and buy from the shop. Do not order online because they have a very poor fit. 5"
Mimosa,Very hight price for a very poor quality clothing. Within one wash most of my clothes got damaged. Will never shop from this place again ! 2
Mimosa,Very good place for clothing..nice collection...visit once..you will be there forever
Mimosa,Mimosa store has amazing clothing collection. I brought lot of clothing from them. It was perfectly match for me and staff there was so friendly. They help me to select the best outfits for my requirement.Specially thank for Randunu and Asanka.Thank you so much Mimosa Clothing for this amazing service. I would like to rate their garments and the service 10/10. 1
Mimosa,Quality materials and fashionable clothes because that I always shopping with mimosa clothing store and my fav brand.shirts and pants give a rich look to me .designs were too nice love it.
Mimosa,I love the Jumpsuit adjustable straps that allow a customized and comfortable fit.
Mimosa,Their sizes are not standard sizes. UK size 10 looks like a 6 and does not fit. I placed another order for a dress of UK size 10 and they sent me a 6 instead and said it can stretch up to 10. 😅 Very bad customer service. Doesn’t answer the phone or call back. Highly disappointed with their online service. 2
Mimosa,"I love the subtle faded accents that give these denims an effortlessly chic, lived-in look."
Mimosa,Not a big collection.. But there are some nice ones.. 👍 1 Ajani Algoda 1 review
Mimosa,"The frocks are perfect for special occasions, yet casual enough for a stylish brunch."
Mimosa,"Well the exchange process here is very easy and smooth . I have encountered several situations where I ordered wrong size and I could easily get it exchanged physically at the store thanks to the staff at Bagathale rd store and the OGF. And compared to most of the leading SL clothing brands, their materials and fabrics are better than the others. Sajani Ratnayake 1 review"
Mimosa,So disappointed with online customer service..sent the dress for exchange paid already for the dress n to get the exchange dress asking me to pay again..n when the querier service is saying this is what system indicate..n is this how u deal with people..nimesha n the other girl .who answered my call after this incident they dnt answer calls. Very bad attitude..just for 3000rs..this is not how u should deal.. So disappointed ..poor service. 3
Mimosa,The new store n location is great. Store space n display is great. Collection is good. More parking n accessible. Damithri Savidini 1 review
Mimosa,"Everybody love the unique styles and the affordability! But recently the dress prices doesn’t match with the quality 🥲 I bought a dress last from their website and the buttons / fabric were cheap! It’s better if you visit their store and buy rather than shopping online and their customer service is horrible , had to beg once to return a damaged item ! I won’t ever shop again with them ! 7 Laura Martín"
Mimosa,Nice dresses and clothes available. Quite pricy though... MTab P
Mimosa,Horrible Horrible customer service. Placed an online order for a dress on the 6th of Nov 2022 expecting it for a function by the 11th. Fully paid. Untill I called there was no correspondence. Once called the first receiver said the dress was dispatched then recalled her statement. Next spoke to someone called Dulani who said the dress was out of stock and that I would be given a refund and to send my banking details. Once requested for the refund via message Senara called and inquired the issue. Since there was no follow up called once again early this week and Janani spoke and said Senara will provide my refund. That's it. No refund; no correspondence uptodate. How hard is it to make a bank transfer????? Extreme unprofessionalism. Being a shopper at Mimosa am I disgusted by their business ethics! 5
Mimosa,"Outstanding Customer Service! I had an amazing experience with [Customer Care Person Mr Shohan from Mimosa clothing They were incredibly helpful, patient, and professional throughout the entire process. I reached out with an issue regarding specific issue, e.g., an order, product inquiry, or return and they went above and beyond to ensure everything was resolved quickly and smoothly. What stood out most was their attention to detail and genuine care for making sure I was satisfied. They not only addressed my concern but also offered helpful suggestions that made my shopping experience even better. Their friendly demeanor and excellent communication skills truly made a difference. It’s rare to find such dedicated and knowledgeable customer service representatives these days, and Shohan is a shining example of how it should be done. Thanks to their help, I’ll definitely continue shopping with Mimosa and recommending it to others.❤️"
Mimosa,Today I wanted to purchase a dress from them and I was short of time to order online and then I contacted there store and Ms Nabila Assisted me so professionally and humbly and sorted out all my requirements without any hesitation even at the closing moment and helped me to het the dress I wanted so I wanted to take a moment to appreciate Ms. Nabila and Mimosa🫶🏻 Pahannya Fernando 1 review
Mimosa,Love the quality & selection of the clothes!
Mimosa,"New Best quality of clothes, highly recommend Kurumba bay outlet in weligama Антонина Грахова"
Mimosa,"The design of this shirt blends modern minimalism with classic appeal, giving it an effortlessly chic vibe."
Mimosa,"Very poor customer care. I recently purchased a pair sandals from Mimosa. Only after two times use the belt broke so I went to the bagatale store. The man in the reception told me that they don't hold responsiblity regarding this since they purchase from another company and to take it to the repair shop myself. I paid 8500 for the sandals and do I have to take it myself, a brand new sandal to be precise?!? He literally did not care of my matter. The mimosa name is clearly printed on the sandals. They should not if they can't hold responsibility of the quality of the products. I only bought these sandals trusting the good name of mimosa. Did send them emails and still nothing. Really disappointed. Under what qualifications do you hire people for the stores?? Need more friendly energy!!! (Update: After more than 2 months of purchase) USELESS customer service. Apparently they only care for the online customers. Never respond to an email. Called the store and they told me they'll send it within two days. Now it's been more than a week after the call. I asked for an update!!! Not a fake promise. I'm writing this review because apparently, this is the only way I can get attention. This is my worst shopping experience and I'll never shop from here. I think I have been enough patient. 2 MONTHS and still didn't care for my matter. I just don't get it. WHY can't someone take action!?!? Ravisha"
Mimosa,You guys have such a good collection and a pretty cool customer service with affordable prices. Dilsha Perera
Mimosa,"New I recently visited Mimosa bagatelle outlet for the first time. I went in alone to find out a dress for a theme. The staff provided great support in choosing colors and to find out perfect fit for me. Specially wanted to mention one of the staff member Chamara, very kind person and helped me a lot to find out my preferences. Highly recommend customer support and excellent service. Keep up the good and quality work 👏"
Mimosa,"Some design details in jumpsuit seem overdone, making it feel slightly busy."
Mimosa,Always have the friendly customer service whenever I visit the store. Have a nice collection of clothes with modern designes...Really lv the floral collection. Highly recommended....
Mimosa,Please do try to shop the mens collection online and follow us on our socials: The Vanta Studios heshani kaushalya
Mimosa,Cute place cute vibes and cute clothes Love the employees Very helpful Thanks Mimosa for timeless pieces
Mimosa,"I'm a regular customer of MIMOSA for a while now, because I really like your styles and everything and I really like your brand and I've mostly used their online facility because I'm living in Galle. But previously I have faced a lot of courier issues because they didn't deliver it on time. now my packages comes very quickly and I really appreciate your online team support because they are very helpful and very kind and one of the agent is really helpful for me and he doing his job really well.His name is Shohan Truly an asset to Mimosa. thank you so much for the very helpful customer service and keep going because we love your brand very much 🤍✨"
Mimosa,"I absolutely love shopping at Mimosa! The store has a beautiful selection of stylish and high-quality clothing. Every piece I’ve bought feels unique, yet versatile enough for everyday wear. The customer service at Mimosa is phenomenal. The team is attentive, and they truly make shopping a pleasant experience. Specially Mr. Pramuk the manager of the Mimosa flagship store. He was incredibly supportive when I had to go with an exchange. He truly goes above and beyond to assist customers. Also have to mention about the online team, they absolutely do a great job. So supportive and arrange every order in no time."
Mimosa,"Ladies fashion store , most of the dresses are focused on young girls. Store is good parking available"
Mimosa,Very reasonable price & good fashionable clothes Nishanth Gamachchi Nishanth
Mimosa,"Seriously, Mimosa is a game-changer! It has now occupied a significant portion of my wardrobe. The outfits are fire, and the prices won’t break the bank. It’s like they have a direct line to my fashion soul, I can’t leave without snagging something cool! 😍 Sugaashini Surendran Sugaashini"
Mimosa,Awesome collections of ladies wear. Quite chick.
Mimosa,The clean finish and modern denim details create a look that is both timeless and fashion-forward.
Pepper Street,"I recently purchased several clothing items from this shop and had a mixed experience. On the positive side, the hoodies and caps are quite good. They are comfortable, stylish, and seem to be made from better materials compared to other items. However, I found the overall quality of most other clothing items to be lacking. The materials are not up to standard and fade quickly after minimal use. Given the high prices, I expected much better durability and quality. Unfortunately, the price does not match the product quality for most items. While I can recommend the hoodies and caps, I would advise caution with other clothing items if you are seeking quality."
Pepper Street,The color options are vibrant and add a fun pop to any outfit.
Pepper Street,I tried this for the first time. obviously it's perfect. Final outlook was elegant with quality fabrics and good measurements. Highly recommended about clothings 🙌🏻 Manzab Z
Pepper Street,I appreciate the comfortable hood and spacious pockets for storing essentials.
Pepper Street,"It shrinks after the first wash, and the fit becomes noticeably off."
Pepper Street,I Recently bought a Product name is Versa sweatshirt Color is Carbon Blue. Price is/= ....Mchng I washed onlytimes after washed Carbon ekath ne. Blue ekath pennama ne. Pattama chater meterial.. I don't like to say that. Cause me brand eka build karanma loku gemak denna athi. I Came to the store to show that product to your management.. I didn't get answer.Mekata wada/= moose eka hondai.. Aloka
Pepper Street,Definitely recommend for anyone looking for high quality clothing at a reasonable price! The fabric is super comfortable and absolutely love the fit. Will be back for more!
Pepper Street,"The fit is inconsistent, leaving some areas too tight while others are loose."
Pepper Street,"Unfortunately, my recent online purchase has taken over two weeks to arrive, and my messages have gone unanswered. I'm disappointed by the no in-store exchange options and the worst customer service. They act like as we are begging for clothesShaheen Rizvi"
Pepper Street,The hoodie feels too bulky and makes me look larger than I am.
Pepper Street,"The oversized style is perfect for a laid-back look, it drapes beautifully without looking sloppy."
Pepper Street,"I went to the store today (16th) to return a T-shirt I bought on theth. The initial size I purchased was XL, but it ended up being too large, so I wanted to swap it for a smaller one. All the other items on the original receipt were fine, just the XL T-shirt was returned . Nonetheless, when I returned the T-shirt for an exchange, the customer service agent claimed that I had worn it and reattached the tags. He asserted that the threading on the label was unlike that on products sold in the store. Thus he believes I have taken the measure of reattaching the labels. I was astonished by his comments. Such inadequate customer service guarantees that this will be my final purchase from this store. Management must ensure that in the future, suitable training and guidance provided on the items sold, particularly regarding the materials used for attaching the tags to prevent this from happening againIan Stephen"
Pepper Street,One of the best clothing shops in one Galle face.
Pepper Street,Cool clothes experience🥰🤩 ahamed rajih
Pepper Street,Very friendly customer service and a good selection of clothes. Would definitely recommend.
Pepper Street,"The oversized tee, although trendy, ended up looking too baggy on me."
Pepper Street,"This oversized tee is a dream! The relaxed fit is both trendy and comfortable, making it a standout piece."
Pepper Street,"So i was in the peper st last Saturday Im very pleased with their service specially with their in store staff ,they were very friendly and guided me through the fabrics and everything which i didn’t receive in any other clothing brand and i hope to shop more in the future ❤️"
Pepper Street,"Hello there! We apologize for any inconvenience caused in terms of not having stock, Most of our collections are fast selling and run out of stock."
Pepper Street,"The fit is relaxed yet flattering, making it ideal for casual wear."
Pepper Street,The quality of the fabric and stitching speaks volumes about the overall durability.
Pepper Street,"Extremely sorry for the inconveniences caused , we never maintain double standards for online and offline it’s always the same standard that’s been followed. W could kindly send us your order number so we can look into sorting the issue out immediately"
